"Datum"	"Gemeldete Todesfälle 0 - 64 Jahre"	"Untere Grenze Erwartungsbereich 0 - 64 Jahre"	"Obere Grenze Erwartungsbereich 0 - 64 Jahre"	"Gemeldete Todesfälle 65+ Jahre"	"Untere Grenze Erwartungsbereich 65+ Jahre"	"Obere Grenze Erwartungsbereich 65+ Jahre"	"JahrKW"
2017-06-05	10	0.0	10.3	35	17.9	47.3	2017-23
2017-06-12	6	0.0	10.3	29	17.8	47.1	2017-24
2017-06-19	4	0.0	10.2	36	17.8	47.2	2017-25
2017-06-26	5	0.0	10.2	38	17.8	47.2	2017-26
2017-07-03	2	0.0	10.2	48	17.9	47.3	2017-27
2017-07-10	6	0.0	10.2	32	18.0	47.4	2017-28
2017-07-17	2	0.0	10.2	29	18.1	47.6	2017-29
2017-07-24	4	0.0	10.2	26	18.3	47.9	2017-30
2017-07-31	7	0.0	10.1	34	18.4	48.2	2017-31
2017-08-07	4	0.0	10.1	37	18.5	48.3	2017-32
2017-08-14	4	0.0	10.1	42	18.7	48.5	2017-33
2017-08-21	5	0.0	10.1	28	18.8	48.7	2017-34
2017-08-28	2	0.0	10.1	34	18.9	48.8	2017-35
2017-09-04	10	0.0	10.0	21	18.9	48.9	2017-36
2017-09-11	6	0.0	10.0	28	19.0	49.1	2017-37
2017-09-18	3	0.0	10.0	47	19.1	49.2	2017-38
2017-09-25	4	0.0	10.0	44	19.3	49.4	2017-39
2017-10-02	5	0.0	10.0	21	19.4	49.6	2017-40
2017-10-09	9	0.0	10.0	39	19.6	50.0	2017-41
2017-10-16	6	0.0	9.9	34	19.8	50.4	2017-42
2017-10-23	3	0.0	9.9	34	20.2	50.9	2017-43
2017-10-30	6	0.0	9.9	43	20.5	51.4	2017-44
2017-11-06	7	0.0	9.9	32	20.9	51.9	2017-45
2017-11-13	3	0.0	9.9	39	21.2	52.5	2017-46
2017-11-20	3	0.0	9.8	40	21.6	53.0	2017-47
2017-11-27	5	0.0	9.8	47	21.9	53.6	2017-48
2017-12-04	4	0.0	9.8	43	22.3	54.1	2017-49
2017-12-11	4	0.0	9.8	29	22.6	54.6	2017-50
2017-12-18	2	0.0	9.8	36	23.0	55.1	2017-51
2017-12-25	7	0.0	9.7	35	23.3	55.7	2017-52
2018-01-01	6	0.0	10.3	46	23.3	55.6	2018-01
2018-01-08	4	0.0	10.3	42	23.2	55.6	2018-02
2018-01-15	3	0.0	10.3	46	23.2	55.5	2018-03
2018-01-22	8	0.0	10.3	42	23.1	55.4	2018-04
2018-01-29	1	0.0	10.3	46	23.1	55.3	2018-05
2018-02-05	6	0.0	10.3	44	23.0	55.2	2018-06
2018-02-12	4	0.0	10.2	35	22.9	55.1	2018-07
2018-02-19	3	0.0	10.2	36	22.8	55.0	2018-08
2018-02-26	6	0.0	10.2	57	22.7	54.8	2018-09
2018-03-05	5	0.0	10.2	42	22.5	54.5	2018-10
2018-03-12	7	0.0	10.2	51	22.3	54.2	2018-11
2018-03-19	6	0.0	10.1	45	22.0	53.6	2018-12
2018-03-26	7	0.0	10.1	29	21.6	53.1	2018-13
2018-04-02	3	0.0	10.1	38	21.2	52.5	2018-14
2018-04-09	2	0.0	10.1	34	20.7	51.7	2018-15
2018-04-16	8	0.0	10.1	35	20.2	51.0	2018-16
2018-04-23	5	0.0	10.1	26	19.8	50.2	2018-17
2018-04-30	7	0.0	10.0	41	19.3	49.5	2018-18
2018-05-07	6	0.0	10.0	29	19.0	49.1	2018-19
2018-05-14	2	0.0	10.0	34	18.8	48.7	2018-20
2018-05-21	5	0.0	10.0	33	18.5	48.3	2018-21
2018-05-28	5	0.0	10.0	19	18.5	48.2	2018-22
2018-06-04	9	0.0	10.0	27	18.4	48.1	2018-23
2018-06-11	2	0.0	9.9	22	18.4	48.0	2018-24
2018-06-18	4	0.0	9.9	33	18.4	48.2	2018-25
2018-06-25	4	0.0	9.9	38	18.5	48.3	2018-26
2018-07-02	5	0.0	9.9	27	18.6	48.5	2018-27
2018-07-09	4	0.0	9.9	31	18.8	48.7	2018-28
2018-07-16	5	0.0	9.9	32	18.9	48.9	2018-29
2018-07-23	6	0.0	9.9	25	19.0	49.1	2018-30
2018-07-30	6	0.0	9.8	37	19.2	49.3	2018-31
2018-08-06	3	0.0	9.8	50	19.2	49.4	2018-32
2018-08-13	6	0.0	9.8	41	19.3	49.5	2018-33
2018-08-20	4	0.0	9.8	41	19.4	49.7	2018-34
2018-08-27	4	0.0	9.8	24	19.5	49.8	2018-35
2018-09-03	3	0.0	9.8	35	19.5	49.9	2018-36
2018-09-10	3	0.0	9.7	25	19.6	50.0	2018-37
2018-09-17	2	0.0	9.7	28	19.7	50.1	2018-38
2018-09-24	6	0.0	9.7	33	19.8	50.3	2018-39
2018-10-01	5	0.0	9.7	49	19.9	50.5	2018-40
2018-10-08	7	0.0	9.7	32	20.1	50.8	2018-41
2018-10-15	6	0.0	9.7	22	20.4	51.2	2018-42
2018-10-22	6	0.0	9.7	28	20.6	51.6	2018-43
2018-10-29	2	0.0	9.6	33	20.9	52.1	2018-44
2018-11-05	4	0.0	9.6	38	21.2	52.5	2018-45
2018-11-12	6	0.0	9.6	27	21.5	52.9	2018-46
2018-11-19	6	0.0	9.6	40	21.8	53.3	2018-47
2018-11-26	6	0.0	9.6	30	22.0	53.7	2018-48
2018-12-03	7	0.0	9.6	31	22.3	54.1	2018-49
2018-12-10	3	0.0	9.5	38	22.6	54.6	2018-50
2018-12-17	8	0.0	9.5	35	22.8	55.0	2018-51
2018-12-24	2	0.0	9.5	48	23.1	55.3	2018-52
2018-12-31	1	0.0	11.2	28	23.8	56.5	2019-01
2019-01-07	7	0.0	11.2	36	23.8	56.4	2019-02
2019-01-14	7	0.0	11.2	32	23.7	56.3	2019-03
2019-01-21	5	0.0	11.2	48	23.6	56.1	2019-04
2019-01-28	6	0.0	11.2	39	23.5	56.0	2019-05
2019-02-04	4	0.0	11.2	35	23.4	55.8	2019-06
2019-02-11	7	0.0	11.2	39	23.3	55.6	2019-07
2019-02-18	4	0.0	11.2	42	23.1	55.4	2019-08
2019-02-25	5	0.0	11.1	38	23.0	55.2	2019-09
2019-03-04	5	0.0	11.1	42	22.7	54.8	2019-10
2019-03-11	3	0.0	11.1	38	22.5	54.4	2019-11
2019-03-18	8	0.0	11.1	34	22.1	53.8	2019-12
2019-03-25	3	0.0	11.1	35	21.7	53.2	2019-13
2019-04-01	3	0.0	11.1	37	21.3	52.6	2019-14
2019-04-08	5	0.0	11.1	31	20.8	51.9	2019-15
2019-04-15	5	0.0	11.1	35	20.3	51.1	2019-16
2019-04-22	3	0.0	11.1	36	19.8	50.4	2019-17
2019-04-29	3	0.0	11.1	44	19.4	49.6	2019-18
2019-05-06	10	0.0	11.1	37	19.1	49.1	2019-19
2019-05-13	2	0.0	11.0	36	18.8	48.7	2019-20
2019-05-20	5	0.0	11.0	43	18.5	48.2	2019-21
2019-05-27	4	0.0	11.0	35	18.3	47.9	2019-22
2019-06-03	6	0.0	11.0	39	18.1	47.6	2019-23
2019-06-10	7	0.0	11.0	28	17.9	47.3	2019-24
2019-06-17	3	0.0	11.0	31	17.9	47.3	2019-25
2019-06-24	7	0.0	11.0	32	17.9	47.3	2019-26
2019-07-01	6	0.0	11.0	29	17.9	47.3	2019-27
2019-07-08	6	0.0	11.0	35	18.1	47.6	2019-28
2019-07-15	3	0.0	11.0	28	18.2	47.8	2019-29
2019-07-22	6	0.0	10.9	50	18.3	48.0	2019-30
2019-07-29	5	0.0	10.9	31	18.5	48.2	2019-31
2019-08-05	8	0.0	10.9	28	18.6	48.4	2019-32
2019-08-12	3	0.0	10.9	31	18.7	48.6	2019-33
2019-08-19	3	0.0	10.9	33	18.9	48.8	2019-34
2019-08-26	4	0.0	10.9	26	19.0	49.0	2019-35
2019-09-02	4	0.0	10.9	34	19.1	49.2	2019-36
2019-09-09	2	0.0	10.8	26	19.2	49.4	2019-37
2019-09-16	0	0.0	10.8	31	19.3	49.5	2019-38
2019-09-23	1	0.0	10.8	39	19.4	49.6	2019-39
2019-09-30	5	0.0	10.8	33	19.4	49.7	2019-40
2019-10-07	8	0.0	10.8	35	19.6	50.1	2019-41
2019-10-14	4	0.0	10.8	34	19.9	50.4	2019-42
2019-10-21	1	0.0	10.7	45	20.2	50.9	2019-43
2019-10-28	6	0.0	10.7	25	20.5	51.4	2019-44
2019-11-04	2	0.0	10.7	31	20.8	51.8	2019-45
2019-11-11	8	0.0	10.7	32	21.1	52.3	2019-46
2019-11-18	4	0.0	10.7	41	21.4	52.8	2019-47
2019-11-25	3	0.0	10.7	41	21.7	53.3	2019-48
2019-12-02	5	0.0	10.6	36	22.0	53.8	2019-49
2019-12-09	7	0.0	10.6	34	22.4	54.2	2019-50
2019-12-16	5	0.0	10.6	47	22.7	54.7	2019-51
2019-12-23	5	0.0	10.6	38	23.0	55.2	2019-52
2019-12-30	5	0.0	11.6	40	23.5	56.0	2020-01
2020-01-06	6	0.0	11.6	42	23.4	55.8	2020-02
2020-01-13	7	0.0	11.6	33	23.3	55.6	2020-03
2020-01-20	1	0.0	11.5	38	23.1	55.4	2020-04
2020-01-27	3	0.0	11.5	43	23.0	55.2	2020-05
2020-02-03	5	0.0	11.5	30	22.8	54.9	2020-06
2020-02-10	2	0.0	11.5	31	22.7	54.7	2020-07
2020-02-17	6	0.0	11.5	32	22.5	54.4	2020-08
2020-02-24	3	0.0	11.5	35	22.3	54.2	2020-09
2020-03-02	3	0.0	11.5	38	22.1	53.9	2020-10
2020-03-09	5	0.0	11.4	45	21.9	53.6	2020-11
2020-03-16	6	0.0	11.4	51	21.6	53.2	2020-12
2020-03-23	6	0.0	11.4	63	21.4	52.7	2020-13
2020-03-30	5	0.0	11.4	63	21.1	52.2	2020-14
2020-04-06	6	0.0	11.4	34	20.7	51.6	2020-15
2020-04-13	7	0.0	11.4	46	20.3	51.0	2020-16
2020-04-20	9	0.0	11.3	27	19.9	50.4	2020-17
2020-04-27	5	0.0	11.3	28	19.5	49.8	2020-18
2020-05-04	2	0.0	11.3	28	19.2	49.4	2020-19
2020-05-11	7	0.0	11.3	20	19.0	49.0	2020-20
2020-05-18	1	0.0	11.3	26	18.7	48.6	2020-21
2020-05-25	3	0.0	11.3	29	18.6	48.4	2020-22
2020-06-01	5	0.0	11.2	30	18.4	48.2	2020-23
2020-06-08	2	0.0	11.2	25	18.3	47.9	2020-24
2020-06-15	4	0.0	11.2	23	18.3	47.9	2020-25
2020-06-22	5	0.0	11.2	30	18.2	47.8	2020-26
2020-06-29	6	0.0	11.2	37	18.2	47.8	2020-27
2020-07-06	3	0.0	11.2	41	18.3	47.9	2020-28
2020-07-13	6	0.0	11.2	35	18.3	48.0	2020-29
2020-07-20	4	0.0	11.1	37	18.4	48.1	2020-30
2020-07-27	3	0.0	11.1	29	18.4	48.1	2020-31
2020-08-03	6	0.0	11.1	38	18.5	48.2	2020-32
2020-08-10	7	0.0	11.1	34	18.5	48.3	2020-33
2020-08-17	4	0.0	11.1	29	18.6	48.4	2020-34
2020-08-24	5	0.0	11.0	34	18.7	48.6	2020-35
2020-08-31	4	0.0	11.0	22	18.8	48.8	2020-36
2020-09-07	6	0.0	11.0	31	18.9	48.9	2020-37
2020-09-14	3	0.0	11.0	32	19.1	49.2	2020-38
2020-09-21	0	0.0	10.9	29	19.2	49.4	2020-39
2020-09-28	6	0.0	10.9	26	19.4	49.6	2020-40
2020-10-05	6	0.0	10.9	33	19.6	50.0	2020-41
2020-10-12	5	0.0	10.9	36	19.9	50.4	2020-42
2020-10-19	4	0.0	10.8	38	20.1	50.8	2020-43
2020-10-26	4	0.0	10.8	31	20.4	51.2	2020-44
2020-11-02	3	0.0	10.8	37	20.7	51.7	2020-45
2020-11-09	4	0.0	10.8	30	21.1	52.3	2020-46
2020-11-16	5	0.0	10.7	45	21.4	52.8	2020-47
2020-11-23	8	0.0	10.7	42	21.8	53.3	2020-48
2020-11-30	5	0.0	10.7	60	22.1	53.9	2020-49
2020-12-07	10	0.0	10.6	47	22.5	54.4	2020-50
2020-12-14	3	0.0	10.6	64	22.8	54.9	2020-51
2020-12-21	4	0.0	10.6	59	23.2	55.5	2020-52
2020-12-28	10	0.0	10.6	50	23.5	56.0	2020-53
2021-01-04	8	0.0	10.7	45	24.0	56.7	2021-01
2021-01-11	11	0.0	10.7	39	23.9	56.5	2021-02
2021-01-18	5	0.0	10.7	50	23.8	56.4	2021-03
2021-01-25	2	0.0	10.7	43	23.7	56.2	2021-04
2021-02-01	8	0.0	10.6	39	23.5	56.0	2021-05
2021-02-08	6	0.0	10.6	34	23.4	55.8	2021-06
2021-02-15	8	0.0	10.6	34	23.3	55.7	2021-07
2021-02-22	2	0.0	10.6	34	23.1	55.4	2021-08
2021-03-01	2	0.0	10.5	34	23.0	55.2	2021-09
2021-03-08	5	0.0	10.5	34	22.7	54.8	2021-10
2021-03-15	3	0.0	10.5	27	22.5	54.4	2021-11
2021-03-22	4	0.0	10.5	38	22.1	53.9	2021-12
2021-03-29	3	0.0	10.5	21	21.7	53.3	2021-13
2021-04-05	4	0.0	10.4	30	21.4	52.7	2021-14
2021-04-12	7	0.0	10.4	27	20.9	52.0	2021-15
2021-04-19	8	0.0	10.4	37	20.4	51.3	2021-16
2021-04-26	3	0.0	10.4	34	19.9	50.5	2021-17
2021-05-03	1	0.0	10.3	38	19.4	49.7	2021-18
2021-05-10	7	0.0	10.3	24	19.1	49.2	2021-19
2021-05-17	3	0.0	10.3	40	18.8	48.7	2021-20
2021-05-24	2	0.0	10.3	29	18.5	48.2	2021-21
2021-05-31	5	0.0	10.3	33	18.3	48.0	2021-22
2021-06-07	7	0.0	10.2	26	18.2	47.8	2021-23
2021-06-14	3	0.0	10.2	33	18.1	47.6	2021-24
2021-06-21	1	0.0	10.2	28	18.2	47.7	2021-25
2021-06-28	5	0.0	10.2	30	18.2	47.8	2021-26
2021-07-05	3	0.0	10.2	26	18.3	48.0	2021-27
2021-07-12	1	0.0	10.1	26	18.5	48.3	2021-28
2021-07-19	5	0.0	10.1	30	18.7	48.5	2021-29
2021-07-26	3	0.0	10.1	35	18.8	48.7	2021-30
2021-08-02	5	0.0	10.1	23	18.9	48.8	2021-31
2021-08-09	3	0.0	10.1	40	18.9	48.8	2021-32
2021-08-16	6	0.0	10.1	25	18.9	48.8	2021-33
2021-08-23	6	0.0	10.1	27	18.9	48.8	2021-34
2021-08-30	5	0.0	10.1	41	18.9	48.9	2021-35
2021-09-06	2	0.0	10.1	33	18.9	49.0	2021-36
2021-09-13	5	0.0	10.1	34	19.0	49.0	2021-37
2021-09-20	3	0.0	10.0	30	19.0	49.1	2021-38
2021-09-27	6	0.0	10.0	39	19.1	49.2	2021-39
2021-10-04	5	0.0	10.0	35	19.2	49.4	2021-40
2021-10-11	3	0.0	10.0	32	19.5	49.8	2021-41
2021-10-18	6	0.0	10.0	33	19.8	50.3	2021-42
2021-10-25	6	0.0	10.0	38	20.2	51.0	2021-43
2021-11-01	2	0.0	10.0	30	20.7	51.6	2021-44
2021-11-08	4	0.0	10.0	40	21.2	52.5	2021-45
2021-11-15	4	0.0	10.0	37	21.8	53.3	2021-46
2021-11-22	6	0.0	10.0	48	22.3	54.2	2021-47
2021-11-29	2	0.0	10.0	46	22.9	55.1	2021-48
2021-12-06	6	0.0	9.9	58	23.5	56.0	2021-49
2021-12-13	4	0.0	9.9	46	24.1	56.9	2021-50
2021-12-20	8	0.0	9.9	33	24.7	57.9	2021-51
2021-12-27	5	0.0	9.9	47	25.4	58.8	2021-52
2022-01-03	7	0.0	10.7	35	23.7	56.3	2022-01
2022-01-10	6	0.0	10.7	37	23.6	56.1	2022-02
2022-01-17	2	0.0	10.6	38	23.5	55.9	2022-03
2022-01-24	4	0.0	10.6	36	23.3	55.7	2022-04
2022-01-31	6	0.0	10.6	26	23.2	55.5	2022-05
2022-02-07	3	0.0	10.5	49	23.0	55.2	2022-06
2022-02-14	8	0.0	10.5	37	22.9	55.0	2022-07
2022-02-21	6	0.0	10.5	41	22.6	54.7	2022-08
2022-02-28	9	0.0	10.4	37	22.4	54.4	2022-09
2022-03-07	5	0.0	10.4	32	22.2	54.0	2022-10
2022-03-14	4	0.0	10.4	37	22.0	53.7	2022-11
2022-03-21	6	0.0	10.4	31	21.7	53.2	2022-12
2022-03-28	7	0.0	10.3	45	21.3	52.7	2022-13
2022-04-04	7	0.0	10.3	54	21.0	52.1	2022-14
2022-04-11	2	0.0	10.3	29	20.5	51.5	2022-15
2022-04-18	7	0.0	10.2	33	20.1	50.8	2022-16
2022-04-25	5	0.0	10.2	38	19.7	50.1	2022-17
2022-05-02	3	0.0	10.2	30	19.2	49.4	2022-18
2022-05-09	11	0.0	10.2	37	18.9	48.9	2022-19
2022-05-16	6	0.0	10.1	31	18.6	48.4	2022-20
2022-05-23	7	0.0	10.1	24	18.3	47.9	2022-21
2022-05-30	5	0.0	10.1	23	18.1	47.6	2022-22
2022-06-06	9	0.0	10.0	21	17.9	47.3	2022-23
2022-06-13	7	0.0	10.0	43	17.7	47.1	2022-24
2022-06-20	5	0.0	10.0	47	17.8	47.2	2022-25
2022-06-27	8	0.0	10.0	44	17.8	47.2	2022-26
2022-07-04	12	0.0	9.9	26	17.9	47.3	2022-27
2022-07-11	2	0.0	9.9	37	18.0	47.5	2022-28
2022-07-18	7	0.0	9.9	27	18.1	47.6	2022-29
2022-07-25	2	0.0	9.9	51	18.2	47.8	2022-30
2022-08-01	4	0.0	9.9	44	18.3	48.0	2022-31
2022-08-08	8	0.0	9.9	42	18.4	48.0	2022-32
2022-08-15	4	0.0	9.9	29	18.4	48.1	2022-33
2022-08-22	4	0.0	9.9	38	18.5	48.2	2022-34
2022-08-29	2	0.0	9.9	33	18.6	48.3	2022-35
2022-09-05	6	0.0	9.9	38	18.6	48.5	2022-36
2022-09-12	5	0.0	9.9	32	18.7	48.6	2022-37
2022-09-19	4	0.0	9.9	35	18.8	48.7	2022-38
2022-09-26	2	0.0	9.9	48	18.9	48.9	2022-39
2022-10-03	0	0.0	9.9	35	19.0	49.0	2022-40
2022-10-10	4	0.0	9.9	42	19.3	49.6	2022-41
2022-10-17	2	0.0	9.9	29	19.7	50.1	2022-42
2022-10-24	6	0.0	9.9	28	20.1	50.7	2022-43
2022-10-31	5	0.0	9.8	28	20.4	51.3	2022-44
2022-11-07	2	0.0	9.8	31	21.0	52.2	2022-45
2022-11-14	4	0.0	9.8	41	21.6	53.2	2022-46
2022-11-21	4	0.0	9.8	40	22.3	54.1	2022-47
2022-11-28	10	0.0	9.8	39	22.9	55.1	2022-48
2022-12-05	4	0.0	9.8	39	23.6	56.1	2022-49
2022-12-12	2	0.0	9.8	41	24.2	57.1	2022-50
2022-12-19	4	0.0	9.8	54	24.9	58.1	2022-51
2022-12-26	3	0.0	9.8	48	25.6	59.1	2022-52
2023-01-02	5	0.0	11.5	52	23.6	56.1	2023-01
2023-01-09	6	0.0	11.5	46	23.5	56.0	2023-02
2023-01-16	4	0.0	11.4	31	23.5	55.9	2023-03
2023-01-23	5	0.0	11.4	32	23.4	55.8	2023-04
2023-01-30	2	0.0	11.4	29	23.3	55.6	2023-05
2023-02-06	6	0.0	11.3	30	23.2	55.5	2023-06
2023-02-13	3	0.0	11.3	22	23.1	55.3	2023-07
2023-02-20	7	0.0	11.2	37	23.0	55.1	2023-08
2023-02-27	7	0.0	11.2	25	22.8	54.9	2023-09
2023-03-06	3	0.0	11.2	42	22.6	54.6	2023-10
2023-03-13	5	0.0	11.1	33	22.3	54.2	2023-11
2023-03-20	3	0.0	11.1	32	21.9	53.6	2023-12
2023-03-27	1	0.0	11.0	29	21.6	53.0	2023-13
2023-04-03	2	0.0	11.0	35	21.2	52.5	2023-14
2023-04-10	3	0.0	11.0	44	20.7	51.7	2023-15
2023-04-17	2	0.0	10.9	33	20.2	50.9	2023-16
2023-04-24	6	0.0	10.9	31	19.7	50.1	2023-17
2023-05-01	5	0.0	10.8	25	19.1	49.3	2023-18
2023-05-08	4	0.0	10.8	22	18.8	48.8	2023-19
2023-05-15	4	0.0	10.7	37	18.5	48.3	2023-20
2023-05-22	5	0.0	10.7	29	18.2	47.8	2023-21
2023-05-29	8	0.0	10.7	32	18.1	47.6	2023-22
2023-06-05	7	0.0	10.6	37	18.0	47.5	2023-23
2023-06-12	8	0.0	10.6	35	17.9	47.3	2023-24
2023-06-19	5	0.0	10.6	28	18.0	47.5	2023-25
2023-06-26	1	0.0	10.5	37	18.2	47.8	2023-26
2023-07-03	4	0.0	10.5	35	18.3	48.0	2023-27
2023-07-10	7	0.0	10.5	35	18.5	48.3	2023-28
2023-07-17	3	0.0	10.4	32	18.8	48.7	2023-29
2023-07-24	3	0.0	10.4	28	18.9	48.9	2023-30
2023-07-31	7	0.0	10.4	36	19.0	49.1	2023-31
2023-08-07	5	0.0	10.4	38	19.1	49.2	2023-32
2023-08-14	0	0.0	10.3	41	19.2	49.3	2023-33
2023-08-21	4	0.0	10.3	39	19.2	49.4	2023-34
2023-08-28	7	0.0	10.3	32	19.2	49.4	2023-35
2023-09-04	3	0.0	10.3	43	19.2	49.4	2023-36
2023-09-11	1	0.0	10.3	35	19.2	49.4	2023-37
2023-09-18	8	0.0	10.3	29	19.2	49.3	2023-38
2023-09-25	5	0.0	10.2	30	19.2	49.3	2023-39
2023-10-02	4	0.0	10.2	26	19.1	49.2	2023-40
2023-10-09	5	0.0	10.2	42	19.4	49.6	2023-41
2023-10-16	5	0.0	10.2	34	19.6	50.0	2023-42
2023-10-23	6	0.0	10.2	42	20.0	50.6	2023-43
2023-10-30	5	0.0	10.2	44	20.4	51.2	2023-44
2023-11-06	2	0.0	10.1	33	21.0	52.2	2023-45
2023-11-13	5	0.0	10.1	38	21.7	53.2	2023-46
2023-11-20	4	0.0	10.1	26	22.3	54.2	2023-47
2023-11-27	6	0.0	10.1	47	23.0	55.2	2023-48
2023-12-04	4	0.0	10.1	43	23.7	56.3	2023-49
2023-12-11	7	0.0	10.0	30	24.4	57.4	2023-50
2023-12-18	8	0.0	10.0	41	25.2	58.5	2023-51
2023-12-25	3	0.0	10.0	32	25.9	59.6	2023-52
2024-01-01	4	0.0	10.9	40	23.3	55.7	2024-01
2024-01-08	5	0.0	10.9	33	23.1	55.4	2024-02
2024-01-15	3	0.0	10.9	34	22.9	55.0	2024-03
2024-01-22	6	0.0	10.9	33	22.7	54.7	2024-04
2024-01-29	6	0.0	10.8	36	22.4	54.4	2024-05
2024-02-05	3	0.0	10.8	32	22.2	54.0	2024-06
2024-02-12	9	0.0	10.8	26	22.0	53.7	2024-07
2024-02-19	6	0.0	10.8	33	21.8	53.3	2024-08
2024-02-26	1	0.0	10.7	29	21.5	52.9	2024-09
2024-03-04	7	0.0	10.7	52	21.2	52.5	2024-10
2024-03-11	5	0.0	10.7	40	20.9	52.0	2024-11
2024-03-18	5	0.0	10.7	36	20.5	51.4	2024-12
2024-03-25	5	0.0	10.6	34	20.2	50.9	2024-13
2024-04-01	5	0.0	10.6	27	19.8	50.3	2024-14
2024-04-08	3	0.0	10.6	36	19.4	49.6	2024-15
2024-04-15	5	0.0	10.6	24	18.9	48.9	2024-16
2024-04-22	4	0.0	10.5	28	18.5	48.2	2024-17
2024-04-29	4	0.0	10.5	44	18.0	47.5	2024-18
2024-05-06	4	0.0	10.5	32	17.8	47.1	2024-19
2024-05-13	8	0.0	10.5	33	17.6	46.8	2024-20
2024-05-20	3	0.0	10.4	33	17.3	46.4	2024-21
2024-05-27	8	0.0	10.4	36	17.3	46.4	2024-22
2024-06-03	3	0.0	10.4	42	17.3	46.3	2024-23
2024-06-10	2	0.0	10.4	21	17.2	46.3	2024-24
2024-06-17	3	0.0	10.4	28	17.4	46.6	2024-25
2024-06-24	8	0.0	10.3	29	17.6	46.9	2024-26
2024-07-01	6	0.0	10.3	39	17.8	47.2	2024-27
2024-07-08	2	0.0	10.3	26	18.1	47.6	2024-28
2024-07-15	5	0.0	10.3	42	18.3	48.0	2024-29
2024-07-22	5	0.0	10.3	34	18.5	48.2	2024-30
2024-07-29	3	0.0	10.3	30	18.6	48.4	2024-31
2024-08-05	2	0.0	10.3	34	18.6	48.5	2024-32
2024-08-12	5	0.0	10.2	36	18.7	48.6	2024-33
2024-08-19	2	0.0	10.2	34	18.7	48.7	2024-34
2024-08-26	4	0.0	10.2	36	18.7	48.6	2024-35
2024-09-02	6	0.0	10.2	39	18.7	48.6	2024-36
2024-09-09	5	0.0	10.2	31	18.7	48.6	2024-37
2024-09-16	6	0.0	10.2	34	18.7	48.5	2024-38
2024-09-23	1	0.0	10.2	35	18.6	48.5	2024-39
2024-09-30	6	0.0	10.2	51	18.6	48.4	2024-40
2024-10-07	3	0.0	10.2	28	18.8	48.8	2024-41
2024-10-14	5	0.0	10.2	26	19.1	49.2	2024-42
2024-10-21	5	0.0	10.2	29	19.5	49.9	2024-43
2024-10-28	4	0.0	10.2	41	19.9	50.5	2024-44
2024-11-04		0.0	10.2		20.5	51.4	2024-45
2024-11-11		0.0	10.2		21.1	52.4	2024-46
2024-11-18		0.0	10.1		21.7	53.3	2024-47
2024-11-25		0.0	10.1		22.4	54.3	2024-48
2024-12-02		0.0	10.1		23.1	55.3	2024-49
2024-12-09		0.0	10.1		23.7	56.3	2024-50
2024-12-16		0.0	10.1		24.4	57.4	2024-51
2024-12-23		0.0	10.1		25.1	58.4	2024-52
